Country,Origin,Year,Month,Value
France,Equatorial Guinea,2016,July,*
France,Equatorial Guinea,2016,August,*
France,Equatorial Guinea,2016,October,*
France,Tunisia,2016,January,35
France,Tunisia,2016,February,37
France,Tunisia,2016,March,23
France,Tunisia,2016,April,24
France,Tunisia,2016,May,19
France,Tunisia,2016,June,13
France,Tunisia,2016,July,29
France,Tunisia,2016,August,22
France,Tunisia,2016,September,31
France,Tunisia,2016,October,31
France,Tunisia,2016,November,28
Finland,Burundi,2016,January,*
Finland,Burundi,2016,November,*
Finland,Bangladesh,2016,January,29
Finland,Bangladesh,2016,February,42
Finland,Bangladesh,2016,April,*
Finland,Bangladesh,2016,July,*
Finland,Bangladesh,2016,August,*
Finland,Bangladesh,2016,October,*
Finland,Bangladesh,2016,November,*
Finland,Burkina Faso,2016,January,*
Finland,Burkina Faso,2016,May,*
France,Eritrea,2016,January,123
France,Eritrea,2016,February,145
France,Eritrea,2016,March,163
France,Eritrea,2016,April,247
France,Eritrea,2016,May,76
France,Eritrea,2016,June,91
France,Eritrea,2016,July,58
France,Eritrea,2016,August,126
France,Eritrea,2016,September,87
France,Eritrea,2016,October,69
France,Eritrea,2016,November,65
France,Dem. Rep. of the Congo,2016,January,290
France,Dem. Rep. of the Congo,2016,February,361
France,Dem. Rep. of the Congo,2016,March,272
France,Dem. Rep. of the Congo,2016,April,236
France,Dem. Rep. of the Congo,2016,May,259
France,Dem. Rep. of the Congo,2016,June,216
France,Dem. Rep. of the Congo,2016,July,268
France,Dem. Rep. of the Congo,2016,August,239
France,Dem. Rep. of the Congo,2016,September,313
France,Dem. Rep. of the Congo,2016,October,331
France,Dem. Rep. of the Congo,2016,November,278
France,Turkey,2016,January,81
France,Turkey,2016,February,99
France,Turkey,2016,March,87
France,Turkey,2016,April,66
France,Turkey,2016,May,73
France,Turkey,2016,June,79
France,Turkey,2016,July,71
France,Turkey,2016,August,71
France,Turkey,2016,September,73
France,Turkey,2016,October,121
France,Turkey,2016,November,86
France,Ethiopia,2016,January,30
France,Ethiopia,2016,February,36
France,Ethiopia,2016,March,31
France,Ethiopia,2016,April,38
France,Ethiopia,2016,May,23
France,Ethiopia,2016,June,17
France,Ethiopia,2016,July,25
France,Ethiopia,2016,August,17
France,Ethiopia,2016,September,21
France,Ethiopia,2016,October,31
France,Ethiopia,2016,November,90
France,Gabon,2016,January,5
France,Gabon,2016,February,11
France,Gabon,2016,March,*
France,Gabon,2016,April,5
France,Gabon,2016,May,5
France,Gabon,2016,June,9
France,Gabon,2016,July,5
France,Gabon,2016,August,15
France,Gabon,2016,September,10
France,Gabon,2016,October,39
France,Gabon,2016,November,33
France,Uganda,2016,January,*
France,Uganda,2016,February,*
France,Uganda,2016,March,*
France,Uganda,2016,April,*
France,Uganda,2016,May,*
France,Uganda,2016,August,*
France,Uganda,2016,September,*
France,Uganda,2016,November,*
France,Chad,2016,January,41
France,Chad,2016,February,34
France,Chad,2016,March,40
France,Chad,2016,April,22
France,Chad,2016,May,32
France,Chad,2016,June,31
France,Chad,2016,July,36
France,Chad,2016,August,36
France,Chad,2016,September,23
France,Chad,2016,October,45
France,Chad,2016,November,29
France,Comoros,2016,January,35
France,Comoros,2016,February,13
France,Comoros,2016,March,22
France,Comoros,2016,April,26
France,Comoros,2016,May,23
France,Comoros,2016,June,18
France,Comoros,2016,July,10
France,Comoros,2016,August,14
France,Comoros,2016,September,23
France,Comoros,2016,October,19
France,Comoros,2016,November,26
France,Ukraine,2016,January,58
France,Ukraine,2016,February,56
France,Ukraine,2016,March,57
France,Ukraine,2016,April,32
France,Ukraine,2016,May,47
France,Ukraine,2016,June,46
France,Ukraine,2016,July,35
France,Ukraine,2016,August,48
France,Ukraine,2016,September,37
France,Ukraine,2016,October,43
France,Ukraine,2016,November,27
Finland,Nigeria,2016,January,22
Finland,Nigeria,2016,February,26
Finland,Nigeria,2016,March,11
Finland,Nigeria,2016,April,6
Finland,Nigeria,2016,May,12
Finland,Nigeria,2016,June,17
Finland,Nigeria,2016,July,8
Finland,Nigeria,2016,August,8
Finland,Nigeria,2016,September,9
Finland,Nigeria,2016,October,13
Finland,Nigeria,2016,November,13
Finland,Nigeria,2016,December,17
Finland,Pakistan,2016,January,16
Finland,Pakistan,2016,February,30
Finland,Pakistan,2016,March,*
Finland,Pakistan,2016,May,*
Finland,Pakistan,2016,June,14
Finland,Pakistan,2016,July,*
Finland,Pakistan,2016,August,14
Finland,Pakistan,2016,September,*
Finland,Pakistan,2016,October,*
Finland,Pakistan,2016,November,*
Finland,Peru,2016,August,*
Finland,Philippines,2016,November,*
Finland,Romania,2016,February,*
Finland,South Africa,2016,October,*
France,Uzbekistan,2016,January,*
France,Uzbekistan,2016,March,*
France,Uzbekistan,2016,April,*
France,Uzbekistan,2016,May,*
France,Uzbekistan,2016,June,5
France,Uzbekistan,2016,August,5
France,Uzbekistan,2016,September,*
France,Uzbekistan,2016,October,*
France,China,2016,January,102
France,China,2016,February,158
France,China,2016,March,106
France,China,2016,April,162
France,China,2016,May,293
France,China,2016,June,193
France,China,2016,July,184
France,China,2016,August,170
France,China,2016,September,179
France,China,2016,October,194
France,China,2016,November,112
France,Colombia,2016,January,5
France,Colombia,2016,February,*
France,Colombia,2016,March,11
France,Colombia,2016,April,8
France,Colombia,2016,May,12
France,Colombia,2016,June,7
France,Colombia,2016,July,14
France,Colombia,2016,August,9
France,Colombia,2016,September,*
France,Colombia,2016,October,5
France,Colombia,2016,November,14
France,Cuba,2016,January,*
France,Cuba,2016,February,5
France,Cuba,2016,March,13
France,Cuba,2016,April,21
France,Cuba,2016,May,*
France,Cuba,2016,June,9
France,Cuba,2016,July,*
France,Cuba,2016,August,*
France,Cuba,2016,September,6
France,Cuba,2016,October,*
France,Cuba,2016,November,7
France,Cabo Verde,2016,January,*
France,Cabo Verde,2016,May,*
France,Cabo Verde,2016,July,*
France,Cabo Verde,2016,August,*
France,Cabo Verde,2016,October,*
France,Venezuela (Bolivarian Republic of),2016,January,*
France,Venezuela (Bolivarian Republic of),2016,February,*
France,Venezuela (Bolivarian Republic of),2016,March,5
France,Venezuela (Bolivarian Republic of),2016,April,17
France,Venezuela (Bolivarian Republic of),2016,May,16
France,Venezuela (Bolivarian Republic of),2016,June,30
France,Venezuela (Bolivarian Republic of),2016,July,47
France,Venezuela (Bolivarian Republic of),2016,August,23
France,Venezuela (Bolivarian Republic of),2016,September,38
France,Venezuela (Bolivarian Republic of),2016,October,24
France,Venezuela (Bolivarian Republic of),2016,November,38
France,South Sudan,2016,January,*
France,South Sudan,2016,February,5
France,South Sudan,2016,March,*
France,South Sudan,2016,April,*
France,South Sudan,2016,May,*
France,South Sudan,2016,June,*
France,South Sudan,2016,July,*
France,South Sudan,2016,August,*
France,South Sudan,2016,September,*
France,South Sudan,2016,November,*
France,Cameroon,2016,January,29
France,Cameroon,2016,February,38
France,Cameroon,2016,March,39
France,Cameroon,2016,April,32
France,Cameroon,2016,May,29
France,Cameroon,2016,June,43
France,Cameroon,2016,July,38
France,Cameroon,2016,August,29
France,Cameroon,2016,September,37
France,Cameroon,2016,October,48
France,Cameroon,2016,November,35
France,Congo,2016,January,78
France,Congo,2016,February,64
France,Congo,2016,March,60
France,Congo,2016,April,58
France,Congo,2016,May,83
France,Congo,2016,June,76
France,Congo,2016,July,77
France,Congo,2016,August,95
France,Congo,2016,September,60
France,Congo,2016,October,66
France,Congo,2016,November,55
France,Cabo Verde,2016,November,*
France,Sri Lanka,2016,April,123
France,Sri Lanka,2016,May,104
France,Sri Lanka,2016,June,93
France,Sri Lanka,2016,July,71
France,Sri Lanka,2016,August,89
France,Sri Lanka,2016,September,89
France,Sri Lanka,2016,October,89
France,Sri Lanka,2016,November,83
France,Djibouti,2016,January,*
France,Djibouti,2016,February,7
France,Djibouti,2016,March,*
France,Djibouti,2016,April,*
France,Djibouti,2016,May,*
France,Djibouti,2016,June,*
France,Djibouti,2016,July,7
France,Djibouti,2016,August,*
France,Djibouti,2016,September,18
France,Djibouti,2016,October,5
France,Djibouti,2016,November,*
Finland,Russian Federation,2016,January,7
Finland,Russian Federation,2016,February,8
Finland,Russian Federation,2016,March,19
Finland,Russian Federation,2016,April,14
Finland,Russian Federation,2016,May,7
Finland,Russian Federation,2016,June,15
Finland,Russian Federation,2016,July,16
Finland,Russian Federation,2016,August,16
Finland,Russian Federation,2016,September,15
Finland,Russian Federation,2016,October,12
Finland,Russian Federation,2016,November,17
Finland,Russian Federation,2016,December,28
Finland,Rwanda,2016,March,*
Finland,Rwanda,2016,May,*
Finland,Rwanda,2016,June,*
Finland,Rwanda,2016,September,*
Finland,Rwanda,2016,October,*
Finland,Rwanda,2016,December,*
Finland,Senegal,2016,January,*
Finland,Senegal,2016,February,*
Finland,Senegal,2016,May,*
Finland,Senegal,2016,July,*
Finland,Senegal,2016,August,*
Finland,Senegal,2016,October,*
Finland,Senegal,2016,December,*
Finland,Sierra Leone,2016,March,*
United Kingdom of Great Britain and Northern Ireland,Congo,2016,January,*
United Kingdom of Great Britain and Northern Ireland,Congo,2016,March,8
United Kingdom of Great Britain and Northern Ireland,Congo,2016,April,*
United Kingdom of Great Britain and Northern Ireland,Congo,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Congo,2016,June,*
United Kingdom of Great Britain and Northern Ireland,Congo,2016,July,*
United Kingdom of Great Britain and Northern Ireland,Congo,2016,August,5
United Kingdom of Great Britain and Northern Ireland,Congo,2016,September,*
United Kingdom of Great Britain and Northern Ireland,Congo,2016,October,6
United Kingdom of Great Britain and Northern Ireland,Congo,2016,November,*
United Kingdom of Great Britain and Northern Ireland,Congo,2016,December,7
France,Madagascar,2016,January,*
France,Madagascar,2016,February,12
France,Madagascar,2016,March,7
France,Madagascar,2016,April,*
France,Madagascar,2016,May,6
France,Madagascar,2016,June,*
France,Madagascar,2016,July,9
France,Madagascar,2016,August,*
France,Madagascar,2016,September,6
France,Madagascar,2016,October,8
France,Madagascar,2016,November,7
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2016,January,20
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2016,February,6
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2016,March,19
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2016,April,25
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2016,May,9
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2016,June,11
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2016,July,17
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2016,August,15
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2016,September,24
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2016,October,13
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2016,November,10
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2016,December,19
United Kingdom of Great Britain and Northern Ireland,Comoros,2016,January,*
United Kingdom of Great Britain and Northern Ireland,Comoros,2016,September,5
United Kingdom of Great Britain and Northern Ireland,Colombia,2016,July,*
United Kingdom of Great Britain and Northern Ireland,Colombia,2016,August,7
United Kingdom of Great Britain and Northern Ireland,Colombia,2016,September,*
United Kingdom of Great Britain and Northern Ireland,Colombia,2016,November,*
United Kingdom of Great Britain and Northern Ireland,Colombia,2016,December,*
France,Kyrgyzstan,2016,February,*
France,Kyrgyzstan,2016,March,9
France,Kyrgyzstan,2016,April,*
France,Kyrgyzstan,2016,June,9
France,Kyrgyzstan,2016,August,*
France,Mauritania,2016,January,52
France,Mauritania,2016,February,56
France,Mauritania,2016,March,65
France,Mauritania,2016,April,64
France,Mauritania,2016,May,60
France,Mauritania,2016,June,70
France,Mauritania,2016,July,54
France,Mauritania,2016,August,49
France,Mauritania,2016,September,40
France,Mauritania,2016,October,35
France,Mauritania,2016,November,41
France,India,2016,January,9
France,India,2016,February,20
France,India,2016,March,20
France,India,2016,April,9
France,India,2016,May,7
France,India,2016,June,11
France,India,2016,July,14
France,India,2016,August,13
France,India,2016,September,14
France,India,2016,October,24
France,India,2016,November,18
France,Iran (Islamic Rep. of),2016,January,31
France,Iran (Islamic Rep. of),2016,February,23
France,Iran (Islamic Rep. of),2016,March,28
France,Iran (Islamic Rep. of),2016,April,32
France,Iran (Islamic Rep. of),2016,May,39
France,Iran (Islamic Rep. of),2016,June,32
France,Iran (Islamic Rep. of),2016,July,36
France,Iran (Islamic Rep. of),2016,August,33
France,Iran (Islamic Rep. of),2016,September,32
France,Iran (Islamic Rep. of),2016,October,44
France,Iran (Islamic Rep. of),2016,November,38
France,Kyrgyzstan,2016,October,*
France,Kyrgyzstan,2016,November,*
France,Kuwait,2016,January,*
France,Kuwait,2016,February,10
France,Kuwait,2016,March,10
France,Kuwait,2016,April,6
France,Kuwait,2016,August,*
France,Kuwait,2016,September,*
France,Kuwait,2016,November,*
United Kingdom of Great Britain and Northern Ireland,Cuba,2016,January,*
United Kingdom of Great Britain and Northern Ireland,Cuba,2016,September,*
United Kingdom of Great Britain and Northern Ireland,Czech Rep.,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Czech Rep.,2016,December,*
United Kingdom of Great Britain and Northern Ireland,Denmark,2016,March,*
France,The former Yugoslav Rep. of Macedonia,2016,January,39
France,The former Yugoslav Rep. of Macedonia,2016,February,25
France,The former Yugoslav Rep. of Macedonia,2016,March,20
France,The former Yugoslav Rep. of Macedonia,2016,April,21
France,The former Yugoslav Rep. of Macedonia,2016,May,34
France,The former Yugoslav Rep. of Macedonia,2016,June,30
France,The former Yugoslav Rep. of Macedonia,2016,July,13
France,The former Yugoslav Rep. of Macedonia,2016,August,22
France,The former Yugoslav Rep. of Macedonia,2016,September,53
France,The former Yugoslav Rep. of Macedonia,2016,October,71
France,The former Yugoslav Rep. of Macedonia,2016,November,36
United Kingdom of Great Britain and Northern Ireland,Djibouti,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Djibouti,2016,September,*
United Kingdom of Great Britain and Northern Ireland,Djibouti,2016,November,*
United Kingdom of Great Britain and Northern Ireland,Djibouti,2016,December,*
United Kingdom of Great Britain and Northern Ireland,Dominica,2016,January,*
United Kingdom of Great Britain and Northern Ireland,Dominica,2016,February,*
United Kingdom of Great Britain and Northern Ireland,Dominica,2016,March,*
United Kingdom of Great Britain and Northern Ireland,Dominica,2016,April,*
United Kingdom of Great Britain and Northern Ireland,Dominica,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Dominica,2016,September,*
United Kingdom of Great Britain and Northern Ireland,Dominica,2016,December,*
United Kingdom of Great Britain and Northern Ireland,Dominican Rep.,2016,June,*
United Kingdom of Great Britain and Northern Ireland,Dominican Rep.,2016,July,*
France,Liberia,2016,January,*
France,Liberia,2016,February,*
France,Liberia,2016,March,*
France,Liberia,2016,May,*
France,Liberia,2016,June,*
France,Liberia,2016,July,*
France,Liberia,2016,October,10
France,Rep. of Moldova,2016,January,*
France,Rep. of Moldova,2016,March,8
France,Rep. of Moldova,2016,May,*
France,Rep. of Moldova,2016,June,5
France,Rep. of Moldova,2016,July,*
France,Rep. of Moldova,2016,September,*
France,Rep. of Moldova,2016,November,*
United Kingdom of Great Britain and Northern Ireland,Ecuador,2016,July,*
United Kingdom of Great Britain and Northern Ireland,Ecuador,2016,August,*
United Kingdom of Great Britain and Northern Ireland,Ecuador,2016,September,*
United Kingdom of Great Britain and Northern Ireland,Equatorial Guinea,2016,December,*
France,Iraq,2016,January,215
France,Iraq,2016,February,215
France,Iraq,2016,March,236
France,Iraq,2016,April,181
France,Iraq,2016,May,213
France,Iraq,2016,June,208
France,Iraq,2016,July,255
France,Iraq,2016,August,298
France,Iraq,2016,September,234
France,Iraq,2016,October,233
France,Iraq,2016,November,136
France,Libya,2016,January,29
France,Libya,2016,February,50
France,Libya,2016,March,34
France,Libya,2016,April,58
France,Libya,2016,May,21
France,Libya,2016,June,19
France,Libya,2016,July,10
France,Libya,2016,August,21
France,Libya,2016,September,25
France,Libya,2016,October,40
France,Libya,2016,November,28
France,Brazil,2016,April,*
France,Brazil,2016,May,*
France,Brazil,2016,June,*
France,Brazil,2016,September,*
France,Brazil,2016,October,*
France,Brazil,2016,November,*
United Kingdom of Great Britain and Northern Ireland,Dem. People's Rep. of Korea,2016,January,*
United Kingdom of Great Britain and Northern Ireland,Dem. People's Rep. of Korea,2016,February,*
United Kingdom of Great Britain and Northern Ireland,Dem. People's Rep. of Korea,2016,April,*
United Kingdom of Great Britain and Northern Ireland,Dem. People's Rep. of Korea,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Dem. People's Rep. of Korea,2016,September,*
United Kingdom of Great Britain and Northern Ireland,Dem. People's Rep. of Korea,2016,November,*
France,Sudan,2016,January,471
France,Sudan,2016,February,547
France,Sudan,2016,March,719
France,Sudan,2016,April,539
France,Sudan,2016,May,312
France,Sudan,2016,June,286
France,Sudan,2016,July,261
France,Sudan,2016,August,372
France,Sudan,2016,September,579
France,Sudan,2016,October,601
France,Sudan,2016,November,457
France,Israel,2016,March,*
France,Israel,2016,April,5
France,Israel,2016,September,*
France,Jamaica,2016,March,*
France,Jamaica,2016,April,*
France,Jamaica,2016,June,*
France,Jamaica,2016,July,*
France,Jordan,2016,February,*
France,Jordan,2016,April,*
France,Jordan,2016,May,6
France,Jordan,2016,August,*
France,Jordan,2016,November,*
France,Japan,2016,February,*
France,Japan,2016,June,5
France,Japan,2016,July,*
France,Bosnia and Herzegovina,2016,January,25
France,Bosnia and Herzegovina,2016,February,39
France,Bosnia and Herzegovina,2016,March,35
France,Bosnia and Herzegovina,2016,April,21
France,Bosnia and Herzegovina,2016,May,17
France,Bosnia and Herzegovina,2016,June,25
France,Bosnia and Herzegovina,2016,July,26
France,Bosnia and Herzegovina,2016,August,31
France,Bosnia and Herzegovina,2016,September,35
France,Bosnia and Herzegovina,2016,October,61
France,Bosnia and Herzegovina,2016,November,44
France,Lebanon,2016,January,7
France,Lebanon,2016,February,13
France,Lebanon,2016,March,*
France,Lebanon,2016,April,15
France,Lebanon,2016,May,*
France,Lebanon,2016,June,*
France,Lebanon,2016,July,5
France,Lebanon,2016,August,*
France,Lebanon,2016,October,8
France,Lebanon,2016,November,6
France,Sri Lanka,2016,January,123
France,Sri Lanka,2016,February,147
France,Sri Lanka,2016,March,145
France,Kazakhstan,2016,January,*
France,Kazakhstan,2016,February,10
France,Kazakhstan,2016,March,*
France,Kazakhstan,2016,April,7
France,Kazakhstan,2016,May,*
France,Kazakhstan,2016,June,*
France,Kazakhstan,2016,July,5
France,Kazakhstan,2016,August,5
France,Kazakhstan,2016,September,18
France,Kazakhstan,2016,October,8
France,Kazakhstan,2016,November,27
France,Kenya,2016,January,5
France,Kenya,2016,February,5
France,Kenya,2016,March,*
France,Kenya,2016,April,*
France,Kenya,2016,August,*
France,Kenya,2016,September,*
France,Kenya,2016,October,7
France,Kenya,2016,November,*
France,Cambodia,2016,February,*
France,Cambodia,2016,April,*
France,Cambodia,2016,May,*
France,Cambodia,2016,June,*
France,Cambodia,2016,July,*
France,Cambodia,2016,September,5
France,Cambodia,2016,October,*
France,Cambodia,2016,November,7
United Kingdom of Great Britain and Northern Ireland,Kuwait,2016,January,9
United Kingdom of Great Britain and Northern Ireland,Kuwait,2016,February,25
United Kingdom of Great Britain and Northern Ireland,Kuwait,2016,March,25
United Kingdom of Great Britain and Northern Ireland,Kuwait,2016,April,16
United Kingdom of Great Britain and Northern Ireland,Kuwait,2016,May,15
United Kingdom of Great Britain and Northern Ireland,Kuwait,2016,June,14
United Kingdom of Great Britain and Northern Ireland,Kuwait,2016,July,7
United Kingdom of Great Britain and Northern Ireland,Kuwait,2016,August,22
United Kingdom of Great Britain and Northern Ireland,Kuwait,2016,September,*
United Kingdom of Great Britain and Northern Ireland,Kuwait,2016,October,11
United Kingdom of Great Britain and Northern Ireland,Kuwait,2016,November,28
United Kingdom of Great Britain and Northern Ireland,Kuwait,2016,December,*
France,Central African Rep.,2016,January,92
France,Central African Rep.,2016,February,146
France,Central African Rep.,2016,March,112
France,Central African Rep.,2016,April,105
France,Central African Rep.,2016,May,108
France,Central African Rep.,2016,June,120
France,Central African Rep.,2016,July,80
France,Central African Rep.,2016,August,98
France,Central African Rep.,2016,September,89
France,Central African Rep.,2016,October,83
France,Central African Rep.,2016,November,89
United Kingdom of Great Britain and Northern Ireland,Liberia,2016,February,*
United Kingdom of Great Britain and Northern Ireland,Liberia,2016,June,*
United Kingdom of Great Britain and Northern Ireland,Liberia,2016,September,*
United Kingdom of Great Britain and Northern Ireland,Liberia,2016,October,*
France,Syrian Arab Rep.,2016,January,402
France,Syrian Arab Rep.,2016,February,437
France,Syrian Arab Rep.,2016,March,314
France,Syrian Arab Rep.,2016,April,525
France,Syrian Arab Rep.,2016,May,941
France,Syrian Arab Rep.,2016,June,446
France,Syrian Arab Rep.,2016,July,570
France,Syrian Arab Rep.,2016,August,467
France,Syrian Arab Rep.,2016,September,508
France,Syrian Arab Rep.,2016,October,597
France,Syrian Arab Rep.,2016,November,314
France,United Rep. of Tanzania,2016,January,*
France,United Rep. of Tanzania,2016,April,*
France,United Rep. of Tanzania,2016,May,*
France,United Rep. of Tanzania,2016,June,*
France,United Rep. of Tanzania,2016,July,*
France,Senegal,2016,January,54
France,Senegal,2016,February,48
France,Senegal,2016,March,75
France,Senegal,2016,April,71
France,Senegal,2016,May,98
France,Senegal,2016,June,78
France,Senegal,2016,July,75
France,Senegal,2016,August,81
France,Senegal,2016,September,71
France,Senegal,2016,October,50
France,Senegal,2016,November,67
France,Peru,2016,January,*
France,Peru,2016,February,10
France,Peru,2016,March,*
France,Peru,2016,April,*
France,Peru,2016,May,7
France,Peru,2016,June,*
France,Peru,2016,July,*
France,Peru,2016,August,*
France,Peru,2016,September,*
France,Peru,2016,October,*
France,Peru,2016,November,*
France,Sierra Leone,2016,January,11
France,Sierra Leone,2016,February,12
France,Sierra Leone,2016,March,12
France,Sierra Leone,2016,April,*
France,Sierra Leone,2016,May,14
France,Sierra Leone,2016,June,7
France,Sierra Leone,2016,July,14
France,Sierra Leone,2016,August,9
France,Sierra Leone,2016,September,7
France,Sierra Leone,2016,October,6
France,Sierra Leone,2016,November,*
United Kingdom of Great Britain and Northern Ireland,Libya,2016,January,91
United Kingdom of Great Britain and Northern Ireland,Libya,2016,February,39
United Kingdom of Great Britain and Northern Ireland,Libya,2016,March,46
United Kingdom of Great Britain and Northern Ireland,Libya,2016,April,33
United Kingdom of Great Britain and Northern Ireland,Libya,2016,May,44
United Kingdom of Great Britain and Northern Ireland,Libya,2016,June,43
United Kingdom of Great Britain and Northern Ireland,Libya,2016,July,23
United Kingdom of Great Britain and Northern Ireland,Libya,2016,August,78
United Kingdom of Great Britain and Northern Ireland,Libya,2016,September,84
United Kingdom of Great Britain and Northern Ireland,Libya,2016,October,36
United Kingdom of Great Britain and Northern Ireland,Libya,2016,November,40
United Kingdom of Great Britain and Northern Ireland,Libya,2016,December,38
United Kingdom of Great Britain and Northern Ireland,Saint Lucia,2016,January,5
United Kingdom of Great Britain and Northern Ireland,Saint Lucia,2016,February,*
United Kingdom of Great Britain and Northern Ireland,Saint Lucia,2016,March,*
United Kingdom of Great Britain and Northern Ireland,Saint Lucia,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Saint Lucia,2016,June,*
United Kingdom of Great Britain and Northern Ireland,Saint Lucia,2016,July,*
United Kingdom of Great Britain and Northern Ireland,Saint Lucia,2016,September,5
United Kingdom of Great Britain and Northern Ireland,Saint Lucia,2016,December,*
United Kingdom of Great Britain and Northern Ireland,Lebanon,2016,January,8
United Kingdom of Great Britain and Northern Ireland,Lebanon,2016,February,11
United Kingdom of Great Britain and Northern Ireland,Lebanon,2016,March,*
United Kingdom of Great Britain and Northern Ireland,Lebanon,2016,April,8
United Kingdom of Great Britain and Northern Ireland,Lebanon,2016,May,6
United Kingdom of Great Britain and Northern Ireland,Lebanon,2016,June,7
United Kingdom of Great Britain and Northern Ireland,Lebanon,2016,July,13
United Kingdom of Great Britain and Northern Ireland,Lebanon,2016,August,10
United Kingdom of Great Britain and Northern Ireland,Lebanon,2016,September,22
United Kingdom of Great Britain and Northern Ireland,Lebanon,2016,October,5
United Kingdom of Great Britain and Northern Ireland,Lebanon,2016,November,8
United Kingdom of Great Britain and Northern Ireland,Lebanon,2016,December,*
France,Tajikistan,2016,March,*
France,Tajikistan,2016,July,*
France,Tajikistan,2016,August,*
France,Tajikistan,2016,September,*
France,Tajikistan,2016,October,7
France,Turkmenistan,2016,January,*
France,Turkmenistan,2016,August,*
France,Turkmenistan,2016,November,*
France,Somalia,2016,January,73
France,Somalia,2016,February,44
France,Somalia,2016,March,81
France,Somalia,2016,April,70
France,Somalia,2016,May,73
France,Somalia,2016,June,79
France,Somalia,2016,July,89
France,Somalia,2016,August,106
France,Somalia,2016,September,63
France,Somalia,2016,October,75
France,Somalia,2016,November,76
France,Togo,2016,January,17
France,Togo,2016,February,10
France,Togo,2016,March,10
France,Togo,2016,April,11
France,Togo,2016,May,9
France,Togo,2016,June,5
France,Togo,2016,July,9
France,Togo,2016,August,9
France,Togo,2016,September,10
France,Togo,2016,October,8
France,Togo,2016,November,6
France,Guinea,2016,January,138
France,Guinea,2016,February,200
France,Guinea,2016,March,179
France,Guinea,2016,April,163
France,Guinea,2016,May,220
France,Guinea,2016,June,211
France,Guinea,2016,July,192
France,Guinea,2016,August,288
France,Guinea,2016,September,308
France,Guinea,2016,October,254
France,Guinea,2016,November,234
France,Guyana,2016,January,*
France,Guyana,2016,February,*
France,Guyana,2016,March,5
France,Guyana,2016,April,*
France,Guyana,2016,June,*
France,Guyana,2016,July,*
France,Guyana,2016,August,*
France,Guyana,2016,September,*
France,Viet Nam,2016,February,*
France,Viet Nam,2016,March,*
France,Viet Nam,2016,April,*
France,Viet Nam,2016,May,*
France,Viet Nam,2016,June,5
France,Viet Nam,2016,July,*
France,Viet Nam,2016,August,*
France,Viet Nam,2016,September,*
France,Viet Nam,2016,October,*
France,Viet Nam,2016,November,*
France,Russian Federation,2016,January,135
France,Russian Federation,2016,February,161
France,Russian Federation,2016,March,157
France,Russian Federation,2016,April,135
France,Russian Federation,2016,May,158
France,Russian Federation,2016,June,174
France,Russian Federation,2016,July,104
France,Russian Federation,2016,August,119
France,Russian Federation,2016,September,173
France,Russian Federation,2016,October,184
France,Russian Federation,2016,November,131
France,Stateless,2016,January,24
France,Stateless,2016,February,21
France,Stateless,2016,March,13
France,Stateless,2016,April,36
France,Stateless,2016,May,8
France,Stateless,2016,June,42
France,Stateless,2016,July,15
France,Stateless,2016,August,38
France,Haiti,2016,January,278
France,Haiti,2016,February,251
France,Haiti,2016,March,322
France,Haiti,2016,April,392
France,Haiti,2016,May,433
France,Haiti,2016,June,547
France,Haiti,2016,July,643
France,Haiti,2016,August,1181
France,Haiti,2016,September,708
France,Haiti,2016,October,81
France,Haiti,2016,November,100
France,Stateless,2016,September,23
France,Stateless,2016,October,19
France,Stateless,2016,November,16
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,2016,January,19
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,2016,February,8
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,2016,March,7
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,2016,April,9
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,2016,May,12
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,2016,June,*
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,2016,July,*
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,2016,August,*
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,2016,September,*
