Country,Origin,Year,Month,Value
Canada,Russian Federation,2015,June,13
Canada,Russian Federation,2015,July,7
Canada,Russian Federation,2015,August,5
Canada,Russian Federation,2015,September,6
Canada,Russian Federation,2015,October,4
Canada,Russian Federation,2015,November,16
Canada,Russian Federation,2015,December,17
Canada,Nicaragua,2015,March,1
Canada,Nicaragua,2015,April,1
Canada,Nicaragua,2015,May,1
Canada,Nicaragua,2015,June,2
Canada,Nicaragua,2015,July,2
Canada,Nicaragua,2015,October,1
Canada,Nicaragua,2015,November,1
Canada,Nicaragua,2015,December,2
Canada,Nigeria,2015,January,93
Canada,Nigeria,2015,February,38
Canada,Nigeria,2015,March,45
Canada,Nigeria,2015,April,53
Canada,Nigeria,2015,May,52
Canada,Nigeria,2015,June,78
Canada,Nigeria,2015,July,65
Canada,Nigeria,2015,August,65
Canada,Nigeria,2015,September,91
Canada,Nigeria,2015,October,61
Canada,Nigeria,2015,November,84
Canada,Nigeria,2015,December,68
Canada,Yemen,2015,January,3
Canada,Yemen,2015,February,2
Canada,Yemen,2015,March,2
Canada,Yemen,2015,April,5
Canada,Yemen,2015,May,18
Canada,Yemen,2015,June,34
Canada,Yemen,2015,July,22
Canada,Yemen,2015,August,20
Canada,Yemen,2015,September,20
Canada,Yemen,2015,October,16
Canada,Yemen,2015,November,9
Canada,Yemen,2015,December,16
Canada,Rwanda,2015,January,6
Canada,Rwanda,2015,February,4
Canada,Rwanda,2015,March,4
Canada,Rwanda,2015,April,3
Canada,Rwanda,2015,May,2
Canada,Rwanda,2015,June,7
Canada,Rwanda,2015,July,7
Canada,Rwanda,2015,August,1
Canada,Rwanda,2015,September,9
Canada,Poland,2015,February,1
Canada,Poland,2015,April,4
Canada,Poland,2015,May,2
Canada,Poland,2015,June,4
Canada,Poland,2015,August,6
Canada,Poland,2015,October,2
Canada,Zambia,2015,February,1
Canada,Zambia,2015,September,2
Canada,Zambia,2015,October,1
Canada,Rwanda,2015,October,4
Canada,Rwanda,2015,November,2
Canada,Rwanda,2015,December,9
Canada,Zimbabwe,2015,January,2
Canada,Zimbabwe,2015,February,1
Canada,Zimbabwe,2015,March,6
Canada,Zimbabwe,2015,April,2
Canada,Zimbabwe,2015,May,2
Canada,Zimbabwe,2015,June,1
Canada,Zimbabwe,2015,July,7
Canada,Zimbabwe,2015,August,5
Canada,Zimbabwe,2015,September,4
Canada,Zimbabwe,2015,October,2
Canada,Zimbabwe,2015,November,7
Canada,Zimbabwe,2015,December,3
Canada,Portugal,2015,April,1
Canada,Portugal,2015,May,1
Canada,Portugal,2015,June,1
Canada,Portugal,2015,October,3
Canada,Portugal,2015,November,3
Canada,Portugal,2015,December,4
Canada,Indonesia,2015,January,1
Canada,Indonesia,2015,February,2
Canada,Indonesia,2015,May,2
Canada,Indonesia,2015,June,3
Canada,Indonesia,2015,August,7
Canada,Indonesia,2015,October,1
Canada,Indonesia,2015,December,4
Canada,Ireland,2015,March,1
Canada,Ireland,2015,August,1
Canada,Norway,2015,July,1
Canada,Norway,2015,September,1
Canada,Norway,2015,December,4
Canada,El Salvador,2015,January,4
Canada,El Salvador,2015,February,16
Canada,El Salvador,2015,March,10
Canada,El Salvador,2015,April,13
Canada,El Salvador,2015,May,13
Canada,El Salvador,2015,June,7
Canada,El Salvador,2015,July,13
Canada,El Salvador,2015,August,14
Canada,El Salvador,2015,September,25
Canada,El Salvador,2015,October,20
Canada,El Salvador,2015,November,25
Canada,El Salvador,2015,December,20
Cyprus,Afghanistan,2015,August,1
Cyprus,Afghanistan,2015,September,1
Cyprus,Afghanistan,2015,October,7
Cyprus,Afghanistan,2015,November,1
Canada,Romania,2015,May,3
Canada,Pakistan,2015,January,49
Canada,Pakistan,2015,February,80
Canada,Pakistan,2015,March,63
Canada,Pakistan,2015,April,49
Canada,Pakistan,2015,May,76
Canada,Pakistan,2015,June,56
Canada,Pakistan,2015,July,104
Canada,Pakistan,2015,August,56
Canada,Pakistan,2015,September,106
Canada,Pakistan,2015,October,91
Canada,Pakistan,2015,November,100
Canada,Pakistan,2015,December,67
Canada,Panama,2015,December,1
Canada,Saudi Arabia,2015,January,3
Canada,Saudi Arabia,2015,February,8
Canada,Saudi Arabia,2015,March,2
Canada,Saudi Arabia,2015,May,1
Canada,Saudi Arabia,2015,June,2
Canada,Saudi Arabia,2015,July,6
Canada,Saudi Arabia,2015,August,7
Canada,Saudi Arabia,2015,September,5
Canada,Saudi Arabia,2015,October,3
Canada,Saudi Arabia,2015,November,2
Canada,Saudi Arabia,2015,December,10
Cyprus,Egypt,2015,January,3
Canada,Iran (Islamic Rep. of),2015,January,11
Canada,Iran (Islamic Rep. of),2015,February,5
Canada,Iran (Islamic Rep. of),2015,March,16
Canada,Iran (Islamic Rep. of),2015,April,7
Canada,Iran (Islamic Rep. of),2015,May,13
Canada,Iran (Islamic Rep. of),2015,June,9
Canada,Iran (Islamic Rep. of),2015,July,14
Canada,Iran (Islamic Rep. of),2015,August,23
Canada,Iran (Islamic Rep. of),2015,September,8
Canada,Iran (Islamic Rep. of),2015,October,8
Canada,Iran (Islamic Rep. of),2015,November,13
Canada,Iran (Islamic Rep. of),2015,December,22
Canada,Iraq,2015,January,59
Cyprus,Egypt,2015,February,3
Cyprus,Egypt,2015,March,7
Cyprus,Egypt,2015,April,4
Cyprus,Egypt,2015,May,4
Cyprus,Egypt,2015,June,5
Cyprus,Egypt,2015,July,9
Cyprus,Egypt,2015,August,1
Cyprus,Egypt,2015,September,11
Cyprus,Egypt,2015,October,7
Cyprus,Egypt,2015,November,7
Cyprus,Egypt,2015,December,5
Cyprus,Armenia,2015,July,2
Cyprus,Armenia,2015,September,1
Cyprus,Burundi,2015,December,1
Canada,Iraq,2015,February,30
Canada,Iraq,2015,March,33
Canada,Iraq,2015,April,18
Canada,Iraq,2015,May,21
Canada,Iraq,2015,June,21
Canada,Iraq,2015,July,54
Canada,Iraq,2015,August,70
Canada,Iraq,2015,September,82
Canada,Iraq,2015,October,70
Canada,Iraq,2015,November,64
Canada,Iraq,2015,December,75
Canada,Israel,2015,January,5
Canada,Israel,2015,February,2
Canada,Israel,2015,March,1
Canada,Israel,2015,June,3
Canada,Israel,2015,July,6
Canada,Israel,2015,August,2
Canada,Israel,2015,September,4
Canada,Israel,2015,October,6
Canada,Israel,2015,November,2
Canada,United States of America,2015,January,11
Canada,United States of America,2015,February,12
Canada,United States of America,2015,March,15
Canada,United States of America,2015,April,8
Canada,United States of America,2015,May,16
Canada,United States of America,2015,June,9
Canada,United States of America,2015,July,19
Canada,United States of America,2015,August,14
Canada,United States of America,2015,September,30
Canada,United States of America,2015,October,26
Canada,United States of America,2015,November,11
Canada,United States of America,2015,December,13
Cyprus,Ukraine,2015,April,11
Cyprus,Ukraine,2015,May,9
Cyprus,Ukraine,2015,June,5
Cyprus,Ukraine,2015,July,9
Cyprus,Ukraine,2015,September,4
Cyprus,Ukraine,2015,October,3
Cyprus,Ukraine,2015,November,6
Cyprus,Ukraine,2015,December,3
Cyprus,Yemen,2015,August,7
Cyprus,Zimbabwe,2015,April,1
Cyprus,Zimbabwe,2015,October,1
Canada,Italy,2015,January,3
Canada,Italy,2015,March,1
Canada,Italy,2015,June,6
Canada,Italy,2015,July,5
Canada,Italy,2015,August,6
Canada,Italy,2015,October,5
Canada,Italy,2015,November,3
Canada,Italy,2015,December,6
Canada,Tunisia,2015,January,1
Canada,Tunisia,2015,February,2
Canada,Tunisia,2015,March,3
Canada,Tunisia,2015,May,2
Canada,Tunisia,2015,June,1
Canada,Tunisia,2015,July,9
Canada,Tunisia,2015,August,5
Canada,Tunisia,2015,September,3
Canada,Tunisia,2015,October,1
Canada,Tunisia,2015,November,1
Canada,Tunisia,2015,December,2
Canada,Syrian Arab Rep.,2015,January,47
Canada,Syrian Arab Rep.,2015,February,33
Canada,Syrian Arab Rep.,2015,March,20
Canada,Syrian Arab Rep.,2015,April,15
Canada,Syrian Arab Rep.,2015,May,36
Canada,Syrian Arab Rep.,2015,June,73
Canada,Syrian Arab Rep.,2015,July,56
Canada,Syrian Arab Rep.,2015,August,56
Canada,Syrian Arab Rep.,2015,September,65
Canada,Syrian Arab Rep.,2015,October,70
Canada,Syrian Arab Rep.,2015,November,47
Canada,Syrian Arab Rep.,2015,December,63
Canada,United Rep. of Tanzania,2015,January,1
Canada,United Rep. of Tanzania,2015,April,1
Canada,United Rep. of Tanzania,2015,May,1
Canada,United Rep. of Tanzania,2015,June,2
Canada,United Rep. of Tanzania,2015,July,2
Canada,United Rep. of Tanzania,2015,September,5
Canada,United Rep. of Tanzania,2015,October,6
Canada,United Rep. of Tanzania,2015,November,1
Canada,United Rep. of Tanzania,2015,December,8
Canada,Mongolia,2015,January,2
Canada,Mongolia,2015,February,5
Canada,Mongolia,2015,March,4
Canada,Mongolia,2015,April,4
Canada,Mongolia,2015,May,2
Canada,Mongolia,2015,June,1
Canada,Mongolia,2015,August,1
Canada,Mongolia,2015,October,9
Canada,Mongolia,2015,December,4
Canada,Thailand,2015,September,4
Canada,Thailand,2015,October,1
Canada,Uzbekistan,2015,February,4
Canada,Uzbekistan,2015,March,3
Canada,Uzbekistan,2015,April,4
Canada,Uzbekistan,2015,May,1
Canada,Uzbekistan,2015,June,2
Canada,Uzbekistan,2015,July,2
Canada,Uzbekistan,2015,August,1
Canada,Uzbekistan,2015,September,3
Canada,Uzbekistan,2015,October,2
Canada,Uzbekistan,2015,November,6
Canada,Uzbekistan,2015,December,3
Czech Rep.,Afghanistan,2015,February,1
Czech Rep.,Afghanistan,2015,March,4
Czech Rep.,Afghanistan,2015,April,1
Czech Rep.,Afghanistan,2015,May,2
Czech Rep.,Afghanistan,2015,June,6
Czech Rep.,Afghanistan,2015,August,1
Czech Rep.,Afghanistan,2015,September,2
Czech Rep.,Afghanistan,2015,October,2
Czech Rep.,Afghanistan,2015,November,2
Czech Rep.,Afghanistan,2015,December,3
Czech Rep.,Algeria,2015,April,1
Czech Rep.,Algeria,2015,May,2
Czech Rep.,Algeria,2015,June,1
Czech Rep.,Algeria,2015,July,1
Czech Rep.,Algeria,2015,September,1
Czech Rep.,Algeria,2015,November,1
Czech Rep.,Egypt,2015,April,1
Czech Rep.,Egypt,2015,June,1
Czech Rep.,Egypt,2015,December,1
Canada,Turkey,2015,January,16
Canada,Turkey,2015,February,27
Canada,Turkey,2015,March,12
Canada,Turkey,2015,April,14
Canada,Turkey,2015,May,15
Canada,Turkey,2015,June,14
Canada,Turkey,2015,July,16
Canada,Turkey,2015,August,34
Canada,Turkey,2015,September,35
Canada,Turkey,2015,October,13
Canada,Turkey,2015,November,41
Canada,Turkey,2015,December,26
Canada,Saint Vincent and the Grenadines,2015,January,7
Canada,Saint Vincent and the Grenadines,2015,February,4
Canada,Saint Vincent and the Grenadines,2015,March,2
Canada,Saint Vincent and the Grenadines,2015,April,5
Canada,Saint Vincent and the Grenadines,2015,May,2
Canada,Saint Vincent and the Grenadines,2015,June,4
Canada,Saint Vincent and the Grenadines,2015,July,5
Canada,Saint Vincent and the Grenadines,2015,August,4
Canada,Saint Vincent and the Grenadines,2015,September,1
Canada,Saint Vincent and the Grenadines,2015,October,1
Canada,Saint Vincent and the Grenadines,2015,November,2
Canada,Thailand,2015,December,3
Canada,Tajikistan,2015,July,1
Canada,Tajikistan,2015,September,1
Canada,Tajikistan,2015,November,2
Canada,Tajikistan,2015,December,2
Canada,Togo,2015,January,4
Canada,Togo,2015,June,1
Canada,Togo,2015,October,1
Canada,Togo,2015,November,9
Canada,Togo,2015,December,4
Canada,Uganda,2015,January,8
Canada,Uganda,2015,February,4
Canada,Uganda,2015,March,3
Canada,Uganda,2015,April,3
Canada,Uganda,2015,May,2
Canada,Uganda,2015,June,5
Canada,Uganda,2015,July,4
Canada,Uganda,2015,August,6
Canada,Uganda,2015,September,19
Canada,Uganda,2015,October,5
Canada,Uganda,2015,November,13
Canada,Uganda,2015,December,4
Canada,Morocco,2015,January,3
Canada,Morocco,2015,February,2
Canada,Morocco,2015,March,1
Canada,Morocco,2015,April,2
Canada,Morocco,2015,June,1
Canada,Morocco,2015,July,2
Canada,Morocco,2015,August,2
Canada,Morocco,2015,September,1
Canada,Morocco,2015,October,6
Canada,Morocco,2015,November,6
Canada,Morocco,2015,December,1
Czech Rep.,Armenia,2015,January,2
Czech Rep.,Armenia,2015,February,2
Czech Rep.,Armenia,2015,March,4
Czech Rep.,Armenia,2015,April,5
Czech Rep.,Armenia,2015,May,1
Czech Rep.,Armenia,2015,July,2
Czech Rep.,Armenia,2015,August,3
Czech Rep.,Armenia,2015,September,6
Czech Rep.,Armenia,2015,October,2
Czech Rep.,Armenia,2015,November,1
Czech Rep.,Armenia,2015,December,3
Czech Rep.,Azerbaijan,2015,January,1
Czech Rep.,Azerbaijan,2015,April,1
Czech Rep.,Azerbaijan,2015,November,2
Canada,Ukraine,2015,January,35
Canada,Ukraine,2015,February,37
Canada,Ukraine,2015,March,56
Canada,Ukraine,2015,April,36
Canada,Ukraine,2015,May,18
Canada,Ukraine,2015,June,24
Canada,Ukraine,2015,July,35
Canada,Ukraine,2015,August,17
Canada,Ukraine,2015,September,34
Canada,Ukraine,2015,October,27
Canada,Ukraine,2015,November,34
Canada,Ukraine,2015,December,13
Canada,Venezuela (Bolivarian Republic of),2015,January,24
Canada,Venezuela (Bolivarian Republic of),2015,February,6
Canada,Venezuela (Bolivarian Republic of),2015,March,12
Canada,Venezuela (Bolivarian Republic of),2015,April,7
Canada,Venezuela (Bolivarian Republic of),2015,May,27
Canada,Venezuela (Bolivarian Republic of),2015,June,13
Canada,Venezuela (Bolivarian Republic of),2015,July,29
Canada,Venezuela (Bolivarian Republic of),2015,August,20
Canada,Venezuela (Bolivarian Republic of),2015,September,47
Canada,Venezuela (Bolivarian Republic of),2015,October,22
Canada,Venezuela (Bolivarian Republic of),2015,November,26
Canada,Venezuela (Bolivarian Republic of),2015,December,24
Canada,South Sudan,2015,September,1
Canada,South Sudan,2015,November,1
Canada,Mauritius,2015,February,1
Canada,Mauritius,2015,November,3
Canada,Mauritius,2015,December,1
Canada,Myanmar,2015,May,1
Canada,Nepal,2015,January,3
Canada,Nepal,2015,February,4
Canada,Nepal,2015,March,3
Canada,Nepal,2015,April,1
Canada,Nepal,2015,May,4
Canada,Nepal,2015,June,8
Canada,Nepal,2015,July,16
Canada,Nepal,2015,August,3
Canada,Nepal,2015,September,4
Canada,Nepal,2015,October,12
Canada,Nepal,2015,November,19
Canada,Nepal,2015,December,11
Canada,Netherlands,2015,February,2
Canada,Netherlands,2015,March,1
Canada,Tonga,2015,November,1
Cyprus,Philippines,2015,March,9
Cyprus,Philippines,2015,April,2
Cyprus,Philippines,2015,May,3
Cyprus,Philippines,2015,June,9
Cyprus,Philippines,2015,July,3
Cyprus,Philippines,2015,August,3
Cyprus,Philippines,2015,September,3
Cyprus,Philippines,2015,October,5
Cyprus,Philippines,2015,November,6
Cyprus,Philippines,2015,December,2
Cyprus,Poland,2015,September,1
Czech Rep.,Slovakia,2015,February,1
Czech Rep.,Slovakia,2015,November,1
Czech Rep.,Slovakia,2015,December,1
Canada,Niger,2015,January,1
Canada,Niger,2015,February,2
Canada,Niger,2015,June,1
Canada,Niger,2015,July,3
Canada,Niger,2015,August,1
Canada,Niger,2015,November,1
Canada,Niger,2015,December,1
Canada,Stateless,2015,January,19
Canada,Stateless,2015,February,6
Canada,Stateless,2015,March,15
Canada,Stateless,2015,April,12
Canada,Stateless,2015,May,12
Canada,Stateless,2015,June,29
Canada,Stateless,2015,July,25
Canada,Stateless,2015,August,18
Canada,Stateless,2015,September,25
Canada,Stateless,2015,October,26
Canada,Stateless,2015,November,37
Canada,Stateless,2015,December,38
Cyprus,Russian Federation,2015,January,3
Cyprus,Russian Federation,2015,May,2
Cyprus,Russian Federation,2015,June,1
Cyprus,Russian Federation,2015,July,1
Cyprus,Russian Federation,2015,October,1
Cyprus,Sierra Leone,2015,April,1
Cyprus,Sierra Leone,2015,August,1
Czech Rep.,Syrian Arab Rep.,2015,January,6
Czech Rep.,Syrian Arab Rep.,2015,February,7
Czech Rep.,Syrian Arab Rep.,2015,March,9
Czech Rep.,Syrian Arab Rep.,2015,April,4
Czech Rep.,Syrian Arab Rep.,2015,May,11
Czech Rep.,Syrian Arab Rep.,2015,June,12
Czech Rep.,Syrian Arab Rep.,2015,July,7
Czech Rep.,Syrian Arab Rep.,2015,August,8
Czech Rep.,Syrian Arab Rep.,2015,September,4
Czech Rep.,Syrian Arab Rep.,2015,October,38
Czech Rep.,Syrian Arab Rep.,2015,November,11
Czech Rep.,Syrian Arab Rep.,2015,December,12
Czech Rep.,Togo,2015,January,1
Czech Rep.,Tunisia,2015,April,1
Czech Rep.,Tunisia,2015,May,1
Czech Rep.,Turkey,2015,July,1
Czech Rep.,Turkey,2015,August,2
Czech Rep.,Turkey,2015,September,1
Canada,Trinidad and Tobago,2015,January,3
Canada,Trinidad and Tobago,2015,April,1
Canada,Trinidad and Tobago,2015,June,2
Canada,Trinidad and Tobago,2015,September,1
Canada,Trinidad and Tobago,2015,December,3
Cyprus,Sri Lanka,2015,January,1
Cyprus,Sri Lanka,2015,February,2
Cyprus,Sri Lanka,2015,March,3
Cyprus,Sri Lanka,2015,April,6
Cyprus,Sri Lanka,2015,May,4
Cyprus,Sri Lanka,2015,June,6
Cyprus,Sri Lanka,2015,July,9
Cyprus,Sri Lanka,2015,August,4
Cyprus,Sri Lanka,2015,September,4
Cyprus,Sri Lanka,2015,October,5
Cyprus,Sri Lanka,2015,November,5
Cyprus,Sri Lanka,2015,December,3
Cyprus,Somalia,2015,January,2
Cyprus,Somalia,2015,February,4
Cyprus,Somalia,2015,March,10
Cyprus,Somalia,2015,April,6
Cyprus,Somalia,2015,May,4
Cyprus,Somalia,2015,July,4
Cyprus,Somalia,2015,August,2
Cyprus,Somalia,2015,September,12
Cyprus,Somalia,2015,October,11
Cyprus,Somalia,2015,November,10
Cyprus,Somalia,2015,December,1
Cyprus,Viet Nam,2015,January,5
Cyprus,Viet Nam,2015,February,13
Cyprus,Viet Nam,2015,March,10
Cyprus,Viet Nam,2015,April,10
Cyprus,Viet Nam,2015,May,8
Cyprus,Viet Nam,2015,June,10
Cyprus,Viet Nam,2015,July,7
Cyprus,Viet Nam,2015,August,10
Cyprus,Viet Nam,2015,September,13
Cyprus,Viet Nam,2015,October,14
Cyprus,Viet Nam,2015,November,14
Cyprus,Viet Nam,2015,December,9
Cyprus,Stateless,2015,January,24
Cyprus,Stateless,2015,February,20
Cyprus,Stateless,2015,March,5
Cyprus,Stateless,2015,April,10
Cyprus,Stateless,2015,May,3
Cyprus,Stateless,2015,July,2
Cyprus,Stateless,2015,August,5
Cyprus,Stateless,2015,September,1
Cyprus,Syrian Arab Rep.,2015,January,72
Cyprus,Syrian Arab Rep.,2015,February,43
Cyprus,Syrian Arab Rep.,2015,March,58
Cyprus,Syrian Arab Rep.,2015,April,53
Cyprus,Syrian Arab Rep.,2015,May,60
Cyprus,Syrian Arab Rep.,2015,June,57
Cyprus,Syrian Arab Rep.,2015,July,75
Cyprus,Syrian Arab Rep.,2015,August,52
Cyprus,Syrian Arab Rep.,2015,September,142
Cyprus,Syrian Arab Rep.,2015,October,119
Cyprus,Syrian Arab Rep.,2015,November,96
Cyprus,Syrian Arab Rep.,2015,December,81
Cyprus,Togo,2015,April,1
Cyprus,Tunisia,2015,February,1
Cyprus,Tunisia,2015,March,1
Cyprus,Ghana,2015,March,2
Cyprus,Ghana,2015,June,1
Cyprus,Guinea,2015,April,1
Cyprus,Guinea,2015,December,1
Cyprus,Côte d'Ivoire,2015,January,1
Cyprus,Côte d'Ivoire,2015,November,1
Czech Rep.,Uganda,2015,February,1
Cyprus,Rep. of Moldova,2015,December,1
Cyprus,Mongolia,2015,October,1
Cyprus,Morocco,2015,October,1
Cyprus,Nepal,2015,May,1
Cyprus,Nepal,2015,June,3
Cyprus,Nepal,2015,July,1
Cyprus,Nepal,2015,August,1
Cyprus,Nepal,2015,September,1
Cyprus,Nepal,2015,October,1
Cyprus,Nepal,2015,November,2
Cyprus,Nepal,2015,December,4
Czech Rep.,Ukraine,2015,January,49
Czech Rep.,Ukraine,2015,February,50
Czech Rep.,Ukraine,2015,March,78
Czech Rep.,Ukraine,2015,April,65
Czech Rep.,Ukraine,2015,May,36
Czech Rep.,Ukraine,2015,June,40
Czech Rep.,Ukraine,2015,July,36
Czech Rep.,Ukraine,2015,August,36
Czech Rep.,Ukraine,2015,September,49
Czech Rep.,Ukraine,2015,October,37
Czech Rep.,Ukraine,2015,November,57
Czech Rep.,Ukraine,2015,December,41
Canada,Saint Kitts and Nevis,2015,February,6
Canada,Saint Kitts and Nevis,2015,April,1
Canada,Saint Kitts and Nevis,2015,October,1
Czech Rep.,Uzbekistan,2015,March,1
Czech Rep.,Uzbekistan,2015,October,2
Czech Rep.,Venezuela (Bolivarian Republic of),2015,August,1
Czech Rep.,South Sudan,2015,July,3
Czech Rep.,Yemen,2015,April,1
Czech Rep.,Yemen,2015,July,2
Czech Rep.,Yemen,2015,September,1
Czech Rep.,Yemen,2015,November,1
Canada,Sudan,2015,January,3
Canada,Sudan,2015,February,5
Canada,Sudan,2015,March,20
Canada,Sudan,2015,April,6
Canada,Sudan,2015,May,1
Canada,Sudan,2015,June,1
Canada,Sudan,2015,July,7
Canada,Sudan,2015,August,14
Canada,Sudan,2015,September,17
Canada,Sudan,2015,October,4
Canada,Sudan,2015,November,5
Canada,Sudan,2015,December,12
Cyprus,Turkey,2015,August,2
Cyprus,Turkey,2015,October,3
Cyprus,Nigeria,2015,January,1
Cyprus,Nigeria,2015,March,1
Cyprus,Nigeria,2015,April,4
Cyprus,Nigeria,2015,May,1
Cyprus,Nigeria,2015,July,2
Cyprus,Nigeria,2015,August,2
Cyprus,Nigeria,2015,November,1
Cyprus,Nigeria,2015,December,3
Cyprus,India,2015,February,5
Cyprus,India,2015,March,6
Cyprus,India,2015,April,9
Cyprus,India,2015,May,5
Cyprus,India,2015,June,8
Cyprus,India,2015,July,12
Cyprus,India,2015,August,8
Cyprus,India,2015,September,6
Cyprus,India,2015,October,11
Cyprus,India,2015,November,9
Cyprus,India,2015,December,8
Cyprus,Ukraine,2015,January,2
Cyprus,Ukraine,2015,February,8
Cyprus,Ukraine,2015,March,10
Cyprus,Iran (Islamic Rep. of),2015,January,7
Cyprus,Iran (Islamic Rep. of),2015,February,1
Cyprus,Iran (Islamic Rep. of),2015,March,4
Cyprus,Iran (Islamic Rep. of),2015,April,2
Cyprus,Iran (Islamic Rep. of),2015,July,2
Cyprus,Iran (Islamic Rep. of),2015,October,1
Cyprus,Iran (Islamic Rep. of),2015,November,2
Cyprus,Iran (Islamic Rep. of),2015,December,1
Cyprus,Pakistan,2015,January,8
Cyprus,Pakistan,2015,February,11
Cyprus,Pakistan,2015,March,8
Cyprus,Pakistan,2015,April,6
Cyprus,Pakistan,2015,May,4
Cyprus,Pakistan,2015,June,7
Cyprus,Pakistan,2015,July,5
Cyprus,Pakistan,2015,August,5
Cyprus,Pakistan,2015,September,11
Cyprus,Pakistan,2015,October,21
Cyprus,Pakistan,2015,November,20
Cyprus,Pakistan,2015,December,12
Canada,Slovakia,2015,January,6
Canada,Slovakia,2015,February,8
Canada,Slovakia,2015,March,38
Canada,Slovakia,2015,April,11
Canada,Slovakia,2015,May,16
Canada,Slovakia,2015,June,55
Canada,Slovakia,2015,July,23
Canada,Slovakia,2015,August,30
Canada,Slovakia,2015,September,58
Canada,Slovakia,2015,October,20
Canada,Slovakia,2015,November,48
Canada,Slovakia,2015,December,41
Cyprus,Philippines,2015,January,4
Cyprus,Philippines,2015,February,2
Canada,Swaziland,2015,January,2
Canada,Swaziland,2015,April,1
Canada,Swaziland,2015,August,1
Canada,Sweden,2015,May,1
Canada,Sweden,2015,December,2
Canada,Switzerland,2015,February,4
Cyprus,Iraq,2015,January,6
Cyprus,Iraq,2015,March,6
Cyprus,Iraq,2015,May,1
Cyprus,Iraq,2015,June,10
Cyprus,Iraq,2015,August,2
Cyprus,Iraq,2015,September,23
Cyprus,Iraq,2015,October,3
Cyprus,Iraq,2015,November,4
Cyprus,Iraq,2015,December,3
Cyprus,Jordan,2015,January,5
Cyprus,Jordan,2015,February,3
Cyprus,Jordan,2015,June,3
Cyprus,Jordan,2015,August,1
Czech Rep.,Pakistan,2015,May,1
Czech Rep.,Pakistan,2015,August,1
Czech Rep.,Pakistan,2015,November,1
Denmark,Iran (Islamic Rep. of),2015,January,27
Denmark,Iran (Islamic Rep. of),2015,February,20
Denmark,Iran (Islamic Rep. of),2015,March,19
Denmark,Iran (Islamic Rep. of),2015,April,20
Denmark,Iran (Islamic Rep. of),2015,May,35
Denmark,Iran (Islamic Rep. of),2015,June,39
Denmark,Iran (Islamic Rep. of),2015,July,27
Denmark,Iran (Islamic Rep. of),2015,August,60
Denmark,Iran (Islamic Rep. of),2015,September,271
Denmark,Iran (Islamic Rep. of),2015,October,762
Denmark,Iran (Islamic Rep. of),2015,November,1086
Denmark,Iran (Islamic Rep. of),2015,December,405
Czech Rep.,Romania,2015,May,1
Cyprus,Liberia,2015,November,1
Cyprus,Libya,2015,September,1
Cyprus,Lebanon,2015,January,3
Cyprus,Lebanon,2015,May,1
Cyprus,Lebanon,2015,November,25
Cyprus,Lebanon,2015,December,4
Czech Rep.,Russian Federation,2015,January,1
Czech Rep.,Russian Federation,2015,February,1
Czech Rep.,Russian Federation,2015,March,2
Czech Rep.,Russian Federation,2015,April,2
Czech Rep.,Russian Federation,2015,May,6
Czech Rep.,Russian Federation,2015,June,1
Czech Rep.,Russian Federation,2015,July,1
Czech Rep.,Russian Federation,2015,August,3
Czech Rep.,Russian Federation,2015,September,6
Czech Rep.,Russian Federation,2015,October,2
Czech Rep.,Russian Federation,2015,November,2
Czech Rep.,Russian Federation,2015,December,4
Denmark,Iraq,2015,January,10
Denmark,Iraq,2015,February,5
Denmark,Iraq,2015,March,8
Denmark,Iraq,2015,April,6
Denmark,Iraq,2015,May,16
Denmark,Iraq,2015,June,18
Denmark,Iraq,2015,July,28
Denmark,Iraq,2015,August,113
Denmark,Iraq,2015,September,303
Denmark,Iraq,2015,October,328
Denmark,Iraq,2015,November,449
Denmark,Iraq,2015,December,247
Czech Rep.,Lebanon,2015,January,1
Czech Rep.,Lebanon,2015,April,1
Czech Rep.,Lebanon,2015,June,1
Czech Rep.,Lebanon,2015,October,1
Czech Rep.,Lebanon,2015,December,1
Czech Rep.,Sri Lanka,2015,April,1
Czech Rep.,Sri Lanka,2015,November,1
Cyprus,Bangladesh,2015,January,4
Cyprus,Bangladesh,2015,February,8
Cyprus,Bangladesh,2015,March,4
Cyprus,Bangladesh,2015,April,7
Cyprus,Bangladesh,2015,June,1
Cyprus,Bangladesh,2015,July,4
Cyprus,Bangladesh,2015,August,5
Cyprus,Bangladesh,2015,September,4
Cyprus,Bangladesh,2015,October,4
Cyprus,Bangladesh,2015,December,4
Cyprus,Belarus,2015,July,1
Cyprus,Belarus,2015,August,1
Czech Rep.,The former Yugoslav Rep. of Macedonia,2015,February,1
Denmark,Israel,2015,January,1
Denmark,Israel,2015,February,1
Denmark,Israel,2015,June,1
Denmark,Israel,2015,October,1
Denmark,Israel,2015,November,1
Denmark,Jordan,2015,February,1
Denmark,Jordan,2015,April,2
Denmark,Jordan,2015,August,1
Denmark,Jordan,2015,October,2
Czech Rep.,Ghana,2015,January,1
Czech Rep.,Ghana,2015,February,1
Czech Rep.,Ghana,2015,July,1
Czech Rep.,Ghana,2015,October,1
Czech Rep.,Guinea-Bissau,2015,December,1
Czech Rep.,El Salvador,2015,July,1
Denmark,Kazakhstan,2015,January,1
Denmark,Kazakhstan,2015,June,3
Denmark,Kenya,2015,March,1
